date,title,body_text
2015-01-03,Ottawa firefighter dies,"an ottawa firefighter died unexpectedly friday, the city s fire department has reported.corey lockridge, 40, joined the department in may 2003, and at the time of his death was assigned to station 47 b group, on greenbank road in barrhaven south.in a release saturday, ottawa fire services said the flag at station 47 would be immediately lowered to half - mast, with other stations following suit on the day of his funeral service, the details of which will be announced in the coming days. the because of death was not disclosed."
2015-01-03,Father of fighter pilot captured by ISIL asks them to treat him well,"the father of the jordanian pilot captured by the islamic state group appealed saturday to the militants to treat his son well and with respect, the writes.here is the rest of the article the pilot, 1st lt. mu ath al - kaseasbeh, was taken captive on december 24 after his f - 16 fighter jet crashed near the extremists de facto capital of raqqa in northern syria. the 26 - year - old jordanian is the first known foreign military pilot to fall into the militants hands since the you.s. - led international coalition began its aerial campaign against the is in september.speaking to reporters from his home village of aii in central jordan, the pilot s father, safi yousef al - kaseasbeh, said saturday that he is confident that his son is in safe hands in a place where he is respected. i want to tell our brothers in the islamic state that mu ath is your son same as he is our son, al - kaseasbeh said. my message to them on this day, the birthday of the prophet muhammad, is that they treat him in a good way, and to treat him as a guest. the younger al - kaseasbeh was carrying out airstrikes against the militants when his warplane went down.in its monthly magazine, the islamic state group published what it said was an interview with al - kaseasbeh in which the pilot says he was shot down by a heat - seeking missile. that version contradicts statements from the united states, which has denied that the militants downed the jordanian s aircraft.other than the purported interview, there has been no word on al - kaseasbeh or his fate.the islamic state group follows an extremist version of islam that considers rivals, even some fellow sunni muslims, as apostates, and the group has executed captured iraqi and syrian muslim soldiers in the past. still, the group may want to negotiate a prisoner swap or other concessions from jordan."
2015-01-03,Ottawa protesters show support for detained Sikhs in India,"protesters from ontario and quebec rallied in ottawa on a chilly friday to demand the release of sikhs who they say are being illegally detained in indian jails.in a protest on the sidewalk in front of the indian high commission, the crowd of about 300 waved flags and signs, chanted and spoke out in anger against the indian government.the rally was organized to support bhai gurbaksh singh khalsa, a sikh activist who has been on a hunger strike in india since november 14 to demand the release of seven sikhs who continue to be detained after completing sentences.the rally marked the 50th day of khalsa s hunger strike. we need justice, said amrita kaur, 13, who travelled from her home in montreal for the protest. the indian government is keeping these guys in jail because they are sikh. they don t want them out. although sikhs are a religious minority in india, sikhism has numerous followers elsewhere. as a result, rallies and hunger strikes supporting khlasa have been occurring all across the world.ottawa sikhs have been staging a chain hunger strike since december 22, and will continue to do so for the next few weeks, said manohar singh bal, an organizer of the rally. the strike takes place each day from 11 a.m. to 5 30 p.m. in front of the high commission. they are mostly symbolic, said bal, as he took part in the protest. it is a message to the indian government from canadian sikhs that we are with this fellow, and that india needs to treat the sikhs better and address their concerns. however, for bal, this is an issue that affects more than sikhs. this is a human rights issue, says bal. no matter where this is happening in the world, if it s wrong, then it is wrong. a representative at the indian high commission refused to comment."
2015-01-03,Ottawa 67's fill the net in Sudbury to start 2015 off right,"after being blanked to end 2014, the ottawa 67 s made sure they rang in the new year in much different fashion on friday night in sudbury.the 67 s, taking on a wolves team that had surrendered almost 4.7 goals a game and sat dead last in the ontario hockey league standings, scored three times in the first period, and added two more in each of the second and third periods.ottawa 18 - 15 - 2 , after falling 1 - 0 in a matinee game on wednesday in north bay, received goals from seven different players ben fanjoy, jeremiah addison, tyler hill, travis konecny, erik bradford, travis barron and dante salituro. konecny had a three - point game while 17 - year - old russian netminder leo lazarev recorded his first ohl shutout, stopping all 22 shots he faced.troy timpano surrendered all seven goals on 35 shots in the sudbury 7 - 25 - 2 goal.the 67 s play their third straight on the road saturday night in sault ste. marie 7 p.m. start ."
2015-01-03,Letter: A year of loss,"re , december 30.similar to queen elizabeth s annus horribilis of 1992, columnist randall denley shared his losses of 2014. sadly, he is not alone in experiencing the deaths of family, and friends who are chosen family.in life, often those who see the silver lining when dealing with sadness are those who choose to see the positive things in life paying attention to the good things, the generosity of strangers, the friendship, love and support one receives along life s journey.a most sincere thank you to denley for sharing his story with us and condolences on his losses."
2015-01-03,Stittsville's Barbie Museum celebrates the iconic fashion doll (with video),"it s a love that began with the tutti barbie doll in 1965 and has grown to a collection of 20,000 dolls and accessories over 50 years.elizabeth kondruss founded the barbie museum to share her love of the iconic fashion doll that has been everything from a rock star to an astronaut since 1959. i only have a quarter of my collection on display, says kondruss, who has operated the barbie museum out of the stittsville flea market since 2005. i really have to pick and choose what to put out. kondruss, 54, has been collecting dolls since she was nine years old. she won t say how much her collection is worth, but it s insured, and the most expensive doll the pink silhouette barbie is valued at about 5,000.the pink silhouette was used a toy store display doll in the 1960s, kondruss says, a time when girls purchased barbie and her outfits separately. nowadays, there s every kind of barbie under the sun, from pizza chef to mermaid, and she comes fully clothed and posed to suit her profession.kondruss came into one of her two made - in - japan pink silhouette dolls thanks to the estate of a toy salesman. a friend of his brought it in to me and asked if i was interested and i went, yes ! kondruss says interest in barbie endures in a techie world because of the way the doll has changed to reflect the times. barbie really shows the changes in fashion over the decades and it s just neat to look at. her personal favourite barbie era is mod, from the 1960s, because those were the dolls her parents purchased for her growing up. kondruss is also a big fan of the barbie collection by fashion designer bob mackie who, she says, has been designing for barbie since the 1980s. his are absolutely exquisite, she says. i mean, she has a lot of famous designers mackie, oscar de la renta, givenchy, dior. the barbie museum, which also has about 1,000 dolls for sale but only doubles of dolls she already has , sees many moms who want to share a bit of nostalgia with their daughters. i get moms who have new daughters, three - , four - , five - year - olds, and they want the doll that the mother had as a kid. the barbie museum 2079 carp rd. is open wednesdays and saturdays from 10 a.m. to 4 p.m. and on sundays from 9 a.m. to 5 p.m."
2015-01-03,Peter Loewen: The 2015 election season is upon us,"there was no starting gun, but the federal election has begun. between now and october, there will be another budget, a high - profile trial, a summer of touring and glad - handing, and five party leaders fighting for their political lives.the prospects for an early election are slim. the prime minister is comfortable governing. if this governing is unhindered by the opposition, it is also free of any pretence for forcing an early election. further, the prime minister has likely reasoned that he is better going into the next election with the budget balanced or near balance and with a new suite of tax cuts than he is with the mere promise of these things.there is reason for this confidence. stephen harper s polling numbers have been slowly but steadily rising. according to three - hundred eight, the pm has nearly pulled even with trudeau s liberals. if this seems unremarkable, consider that the gap between these parties reached 12 points at the end of the summer. this increase is neither ephemeral or happenstance. ipsos, who have polled most extensively and consistently, show that harper s comeback occurred before the attacks in ottawa, though these surely increased voters estimation. instead, questions about alternatives have steadily if slowly accumulated, and harper worked through substantial challenges.for harper, two challenges remain. first, the decline in oil prices signals both short - term and long - term problems. substantial shortfalls in federal revenues and provincial royalty revenues in alberta can measurably change short - term revenue outlooks. the budget can be balanced, but the task is now more difficult. the longer - term challenges of capitalizing on the oil sands will remain whoever wins the next election.second, the trial of mike duffy will pose problems for the prime minister. to be sure, harper s position appears stronger than a year ago. there are no charges for nigel wright. but whatever the facts of the case, shifted focus to this episode sullies all involved. there will surely be new questions for harper to answer.for tom mulcair, the first challenge is purely strategic. mulcair and harper share an interest that the next election be framed as a choice between experience and inexperience. but experience easily looks like careerism, and voters can rightfully prefer new faces to old ones. add to this the difficulty of esteeming harper s experience while condemning the results of his experience. how do mulcair and harper praise each other s attributes while criticizing their policies it is possible, but it is not easy.the second challenge is purely organizational. the last election might give pause to those who suggest that on - the - ground organization is required to win elections. the new democrats showed that on - the - ground candidates are not even a necessity. but this trick is not easily repeated, and the new democrats have substantial work to do in organizing their party across the country. mulcair s discipline is in not in question, but that of his larger party is, most certainly.justin trudeau s party has shown impressive organization, nominations are underway, and strong candidates are winning the nods. his own industry is much to be admired, though he is far from displaying the rhetorical discipline required in a campaign. most importantly, it is not yet clear that his party has found a way to at once occupy a centrist position and present distinct policy alternatives. a grab - bag of policies will not do. remember the last liberal campaign offering, called the family pack no you re not alone.mulcair and trudeau will, from now to october, be asked to explain what they would do in the event of a tory minority. would they form a coalition to replace the conservative government or would they allow it to govern, likely with the new democrats supporting the government issue by issue coalitions are entirely constitutional and defensible. but this does not mean that voters have to like or support coalition governments or that parties can avoid answering questions about these arrangements.there is ample time for trudeau to stake out his positions, for mulcair to organize his party, and for the prime minister to take his last stand. there is also ample time for voters to ask questions and have them answered."
2015-01-03,U.S. hits North Korea with new sanctions over alleged cyber attack on Sony,"opening a new front in its cyber spat with north korea, the united states slapped new sanctions friday on government officials and the north s defence industry in its first public act of retribution for a cyber attack against sony, the writes.here is the rest of the article despite lingering doubts by the cyber community, the you.s. insisted that north korea was to blame.the white house warned that this was just the opening salvo in the you.s. response.while the fresh sanctions will have limited effect north korea already is under tough you.s. sanctions over its nuclear program american officials portrayed the move as a swift and decisive response to north korean behavior they said had gone far over the line. never before has the you.s. imposed sanctions on another nation in direct retaliation for a cyberattack on an american company. the order is not targeted at the people of north korea, but rather is aimed at the government of north korea and its activities that threaten the united states and others, president barack obama wrote in a letter to house and senate leaders.with this round of sanctions, the you.s. also put north korea on notice that payback need not be limited to those who perpetrated the attack.the 10 north koreans singled out for sanctions didn t necessarily have anything to do with the attack on sony, senior you.s. officials said. anyone who works for or helps north korea s government is now fair game, said the officials especially north korea s defense sector and spying operations.the sanctions also apply to three organizations closely tied to north korea s government the country s primary intelligence agency, a state - owned arms dealer that exports missile and weapons technology, and the korea tangun trading corp., which supports defense research. all three of those entities were already subject to you.s. sanctions, so friday s move against those groups appeared primarily symbolic.obama has also warned pyongyang that the you.s. is considering whether to put north korea back on its list of state sponsors of terrorism, which could jeopardize aid to north korea on a global scale. beyond that, it s unclear what additional penalties the you.s. has in its arsenal.north korea has denied involvement in the cyberattack, which led to the disclosure of tens of thousands of confidential sony emails and business files, then escalated to threats of terrorist attacks against movie theaters. many cybersecurity experts have said it s entirely possible that hackers or even sony insiders could be the culprits, not north korea, and questioned how the fbi can point the finger so conclusively.senior you.s. officials, who briefed reporters on condition of anonymity, dismissed those arguments and said independent experts don t have access to the same classified information as the fbi. we stand firmly behind our call that the dprk was behind the attacks on sony, one official said, using an acronym for the north s official name, the democratic people s republic of korea.those sanctioned include north koreans representing the country s interests in iran, russia and syria. any assets they have in the you.s. will be frozen, and they ll be barred from using the you.s. financial system. americans will be prohibited from doing business with them, the treasury department said.at the united nations, no one answered the phone at north korea s you.n. mission, and calls to a diplomat there were not answered. sony, too, declined to comment.while denying any role in a cyberattack, north korea has expressed fury over the sony comedy flick the interview, which depicts the fictional assassination of north korean leader kim jong un. sony initially called off the film s release after movie theaters decided not to show the film. after president barack obama criticized that decision, sony decided to release the film in limited theaters and online.the white house called the sanctions the first aspect of our response to the sony attack a declaration that raised fresh questions about who was behind a nearly 10 - hour shutdown of north korean websites last week. the shutdown prompted a blunt response from north korea s powerful national defense commission, which blamed the you.s. and hurled racial slurs at obama, calling him a reckless monkey in a tropical forest. despite widespread speculation, the you.s. never said whether it was responsible for shutting down north korea s internet. but north korea had a blunt response. its powerful national defense commission blamed the outage directly on the you.s. and hurled racial slurs at obama, calling him a reckless monkey in a tropical forest. on friday, you.s. officials still wouldn t say who was responsible. they pointed out that there had been media reports suggesting north korea shut down its own internet.north korea and the you.s. remain technically in a state of war because the 1950 - 53 korean war ended with an armistice, not a peace treaty. the rivals also are locked in an international standoff over north korea s nuclear and missile programs and its alleged human rights abuses."
2015-01-03,Ottawa girls hockey league takes the game to Lowertown (with video),"the ottawa girls hockey association has launched a program to expand the sport by taking the game to lowertown, where financial and cultural barriers often stand in the way of girls getting involved in canada s game. tim b langer, the ogha s vice - president of hockey operations, spoke recently with the citizen s about the initiative, which takes to the ice in january. here s an edited version of their conversation we know that the number of kids playing hockey in canada is going down and that the biggest problem is the cost. we re determined to grow girls hockey and the ottawa girls hockey association. so we decided to do that by trying to help those families that can t afford to play. we partnered with these two schools, york street public and cole sainte - anne, because they re in a neighbourhood where not a lot of girls play hockey.the sens foundation has built a new outdoor rink in the neighbourhood at jules morin park. we felt that it offered the perfect opportunity there s no need for transportation, the girls go to school right across the street. so if we can provide them with equipment and instruction and there s no cost to this this can help grow the game, especially the girl s game.so we should have about 40 girls when we have our first official on - ice session on january 14.we ran an equipment donation drive within the ogha and the association found a way to get the extra helmets and jills pelvic protectors we needed. we reached out, as well, to the sens foundation and the university of ottawa gee - gees women s hockey team for used equipment. we managed to come up with enough equipment for everybody this year. it means all of the girls who participate in the program will be given a hockey bag and equipment and it will be theirs to keep.can we keep doing that every year we re not sure yet. but our first call - out was really well - received.because we know there will be a lot of different skill levels some kids will have skated, some not we ll tier them into three groups. some will be complete beginners, some with a few skills, some more advanced. we ll run the same drills, but it will allow the kids to go at their own pace. we ll do three different stations one will be on the skating stride, one will be stops and starts, and one will be stickhandling. it won t all be just skating we re hoping to have a little scrimmage at the end.all of the instructors will be volunteers from our league competitive and house league coaches and players. we re hoping to be able to go six or seven weeks, but it will depend on the weather because we re using an outdoor rink.we have a lot of families in this neighbourhood that are new to canada and some of them have never been associated with hockey their parents have never played. a lot of the girls come from countries where there s no snow. so we felt it was important to introduce them to the game and give them a taste of what it s all about. there are some great athletes here and we d like to keep them involved in sports, particularly in girls hockey.what we really hope is that the kids learn and develop and have fun doing this. and hopefully, some of them will continue to play hockey with us next year."
2015-01-03,Seasonal flu hits Ottawa hard,"flu season is hitting ottawa with a wallop this year two local deaths have been attributed to it and 20 area retirement homes and long - term care centres are dealing with ongoing outbreaks.the majority of local cases are influenza a, h3n2, which is an aggressive strain and one that isn t fully prevented by the vaccine, although the vaccine might lessen symptoms.as of friday, there had been 149 lab confirmed cases in ottawa since the flu season began, according to ottawa public health, the majority among people 65 and older. twenty three of those cases 14 of them in patients over 65 were severe enough to require hospitalization.and two people one over 65 and one between the ages of 20 and 64 have died as a result of the flu. there have been 19 flu - related deaths in the province.it is a severe flu season throughout north america, partly due to the aggressiveness of the dominant strain and partly because of changes in the virus, which means the seasonal flu vaccine does not offer complete protection from it.despite that mismatch, ottawa health officials say the vaccine continues to be the best method of protection against the flu. in years where there has been an h3n2 mismatch, the flu vaccine has been found to offer some cross protection against the drifted strain, ottawa public health said in a release. it also prevents against other strains.the virus h3n2 causes more severe illness, hospitalization and death, primarily among the elderly but also in infants, young children, pregnant women and persons with chronic medical conditions, according to a spokeswoman for ottawa public health.flu outbreaks at institutions such as long - term care homes must be reported to public health officials who recommend outbreak control measures such as limiting visitors until the outbreak is under control.the number of lab - confirmed cases in ottawa is believed to represent hundreds more that have not been tested. there are more flu cases in ottawa than last year this time, but slightly less than two years ago when the city also saw a severe flu season. a lag in data means the number of ottawa cases is likely higher than the numbers suggest.as of last week, 15 children had died in the you.s. as a result of the flu, which officials there said was on the verge of an epidemic.there are also other, non - influenza, respiratory outbreaks at some retirement and long - term care homes in ottawa.about 57 per cent of ottawa adults have received the seasonal flu vaccine in the 2013 - 2014 season. health officials say getting the vaccine as well as hand - washing, covering coughs and sneezes and avoiding crowds if you are sick are the best ways to prevent spread of the flu.epayne ottawacitizen.com"
2015-01-03,Q&amp;A: Sen. Vern White on his love of policing and the lure of politics (with video),"former ottawa police chief vern white is approaching his third anniversary as a conservative senator. he recently spoke with ian macleod about homegrown terrorism, parliament hill security, and the public s often unflattering view of federal politicians. he also revealed what may be his next career move.a. that they don t work hard. it s a bit of a fallacy. i see how they work.a. because people only hear about the 16 glass of orange juice an expense claimed by former cabinet minister bev oda . they don t hear about the 22 - hour flight to give three speeches and 22 hours to get back. i have to tell you, that s not exactly the type of flying around the world that i like to do.the vast majority of people here come to work hard to make a difference. i look at senators they re not travelling here from fort st. john, whitehorse, st. john s, gander, cape breton for a break. they arrive here late at night or early in the morning.a. i saw parliamentary politics as one large team. but instead, it s really a whole bunch of players that get together regularly to form a team. it s a little more independent in the things you do. so i don t know that i realized how much independence you would have. the upside is that it has allowed me to do some things in my community that i ve loved doing. i ve been able to focus some energy around drug addiction, mental health youth issues in the city and am still very engaged with a lot of the work that is done around that.a. the team, the people around you. that sounds like something alfie former senators captain daniel alfredsson would say, but it s true. when you re in that environment, whether you re on the first line or the fourth line, you feel like you are making a difference. i loved every day of policing. i loved the pace almost an addiction comes with that adrenalin, that go, go, go. i miss that as well. current police chief bill blair steps down in april. a. you know what, that would interest me, primarily because i love a challenge. for me it would have to be about fit. fit means, what do they toronto s police services board expect there s things i don t bring to that job and there s things i do bring. if it s the things that i have in my arsenal, then great, i d love to do that. but if not, it s not personal.it is a bit of a tipping point for toronto police right now.a. they have a lot on their back, the g20 controversy over police tactics toward protesters kind of coming all the way to now. how that s managed with the next chief, i think will be extremely important. i think a re - engagement strategy with the community for the new chief is going to be important, expectations of the community.in toronto, it s going to come down to what they need and whether or not i can fulfil that and whether they see me as the one who can deliver.a. that s always a tough question. i ve thought about it a lot. if i were to, it would have to be where i live kanata . i m in gordon o connor s riding carleton - mississippi - mills , so if i was to run, would it be this time around that s a discussion i would have to have both with my family and that community.a. safe border issues and the manner in which we re going to manage some of the concerns we have around terrorism, radicalization, de - radicalization. white sits on the senate s national security and defence committee .canada has been extremely successful over the past 13 years. we took down a couple of groups in ottawa , i was in durham when we took down the toronto 18. we ve been very successful at disrupting, dismantling, arresting and prosecuting those people, but some of that has been luck on our part. it s important going forward that we have renewed energy focused on that.a. i support fully things like removing passports. it does send a message to people, that the passport, you don t really own that, we can take it from you and we will keep you from going other places.in australia it s against the law to go fight for anybody in any other country. i think having some discussions around whether that is valuable for us, whether we can institute some type of legislation to stop that would be worthwhile .right now we have a no - fly list when it comes to terrorism. i think we need to have a discussion on will - fly lists, individuals who are involved in the sex trade in countries where young people are being trafficked and used. we need to start targeting those individuals. we know who they are, often.it s easy to point fingers and say this is what s happening and where it s happening. i think it s actually difficult to be clear on where it s happening.in reality, radicalization almost never happens in the absence of a face - to - face contact with someone promoting extremism . it does take that personal engagement. you re not going to watch the internet and say, that s it, i m in, isis here i come. i think we should be targeting our energy on those somebodies out there who are doing the direct recruiting .my biggest concern right now is, do we have the resources to focus energy on radicalized people out there that are concerning us i m not convinced we have those resources.a. i think we have enough laws. we need to be more engaged with the laws we have and maybe in particular around lawful access. there are cellphones out there today that even the companies who make them can t break into them. well, that s a concern of mine. i m not talking about entering someone s domain without lawful authorities, affidavits before judges, all that. but we need to have some tweaking in those laws that allow us access to that information.what i am hearing from police agencies, is that the amount of resources having to be pushed into counter - terrorism work right now means there s other work not getting done, in particular organized crime investigations. i m not sure we can afford to do that.having two or three people killed in montreal who are known gang members may not impact you now, until they blow up a car that kills three innocent people. so that is one of our challenges.a. i welcome and look forward to the openness of parliament hill for canadians. i m proud of the fact that we have people playing frisbee on our front lawn. but we do need to have some security screening at wellington street as you come onto the hill. what that looks like i m not exactly sure, but there needs to be some engagement.it doesn t stop people from coming, lawful protests will still occur. but i do think we need to have that level of protection at wellington, so that between wellington and the hill there is that freedom still.a. he should never have got through the front door. when i was the chief of durham regional police , we had two nuclear power plants, pickering and darlington . our focus was on taking people down at the fence. my perspective is people shouldn t get past the wellington street entrance and, if they do, they shouldn t get past the lawn and, if they do, they shouldn t get past the door.so you have three opportunities to take down an armed intruder. they absolutely should never get inside these buildings, it should not happen."
2015-01-04,Are special forces at risk from repeated blasts?,"a pilot study in san diego will look at how the brains of you.s. navy seals are affected by repeated blasts, of the san diego union tribune writes.the research, she notes, has possible implications for others who suffer brain injuries, both in and out of the military.here is more of what writes two you.s. department of veterans affairs researchers will use 30,000 in privately raised funds for what s being called the seal breacher study, referring to the military term for using explosives to blow open a door.va researchers dewleen baker and josh duckworth will study 10 former navy seals who recently left the service.using specific brain - scanning equipment, they hope to be able to see for the first time how neural connections are broken by injury to the brain, according to a news statement from the veterans research alliance.here full article is here the work by baker and duckworth will also try to determine the effects of multiple explosions on the body, in specific the brain, and any link to ptsd symptoms."
2015-01-04,Ottawa 67's can't keep up to the Greyhounds' offence,"it was baptism by fire for ottawa 67 s goaltender marcus semiao on saturday night in sault ste. marie.a night after the 67 s had defeated the ontario hockey league s worst team, the sudbury wolves, by a 7 - 0 score, semiao made his debut for ottawa against one of the best.the greyhounds fired 37 pucks on the 17 - year - old from bradford, ont., taking a 2 - 1 lead in the first before stretching it to 5 - 2 after 40 minutes.zachary senyshyn, keigan goetz, byran moore, david miller, charley graaskamp, gabe guertier and kyle jenkins had goals for sault ste. marie 27 - 8 - 2 , which went 2 - for - 4 on the power play.the 67 s 18 - 16 - 2 connor graham, nathan todd and dante salituro his 25th found the net behind greyhounds goalie joseph raaymakers, who faced 24 shots.ottawa, after three straight on the road 1 - 2 record , return to td place arena ice on tuesday to take on north bay in a 7 p.m. start. the battalion edged the 67 s 1 - 0 on home ice on wednesday."
2015-01-04,"After 15 years of charitable giving, David Sweanor goes public with his philanthropy","over the past 15 years, david sweanor has quietly donated more than 1 million to the community foundation of ottawa. quietly is the operative word his donations to a foundation fund named after his children, adam and rachel, have always been anonymous.until now. sweanor has decided to discard his cloak of anonymity in hopes of inspiring others to follow his example. if you re doing a good deed, it warms your soul to know that you are, says the ottawa lawyer and public health expert. but if other people are aware that you are, maybe they re more likely to do a good deed. the 59 - year - old sweanor is one of the community foundation s most eclectic donors. he thinks very outside the box in his giving, and he s very engaged and very involved in it, says iona green, a foundation spokeswoman. he s very much about leaving a better world for his kids. over the years, the adam and rachel fund one of about 700 community foundation donor funds has distributed more than 800,000 to a wide range of local, national and international causes, green says.sweanor, an adjunct professor of law at the university of ottawa, doesn t shrink from controversy. he spent much of his working life in the front lines of the fight against smoking, but he thinks e - cigarettes could be one of the biggest breakthroughs ever in public health an unfashionable view in many anti - smoking circles.he regularly works with and donates to ngos, but he says too many are inefficient and wasteful, led by people interested mostly in foreign travel and attending fancy dinners. some of them see donors the way jesse james saw banks, he observes. you have to watch out for that. he s a passionate cyclist who has put about 64,000 kilometres on his carbon fibre bicycle since 2010 and thinks nothing of knocking off 170 - kilometre rides before lunch. in 2010, he challenged himself to do 100 rides over 100 miles. i got in 102, he says.when sweanor set up his family fund with the community foundation in 2001, he decided to remain anonymous, largely to protect his children. he worried that going public might affect their social lives, attracting people more interested in their father s money.he embraced anonymity for other reasons, as well. the highest level of gift - giving is where you expect absolutely nothing in return, he says. you re saying, i m doing this because i think it s valuable. i m not doing it for some ego reason.' anonymous donations also don t tempt successful charities to change what they re doing in order to cater to a major benefactor. as an added bonus, sweanor s mailbox isn t full of begging letters from charities. i m spared that. but there s a major downside to anonymous philanthropy, sweanor says. you don t end up encouraging other people to do things. they don t hear the personal stories of the people involved. you ve got a lot of really uplifting stories from very bright, committed people who are making a heck of a difference in the community, he says. you ve got all these people who, in some ways, are living a bit of a secret life. wouldn t it be neat if everybody would just come out now that sweanor s children are young adults, he s less concerned about potential harm to them. and now he can talk openly about what he does and why he does it. there are people that want to be involved but just don t know how. sweanor says he feels passionate about a whole lot of issues. i m very interested in stuff that might be too controversial for others, things like drug harm reduction programs. his family fund has supported projects promoting healthy lifestyles, paid for scholarships and training for young people, invested in issues of mental health, and supported international efforts by groups such as healthbridge, which does cutting - edge health work in developing countries.he s particularly drawn to projects that wouldn t happen without his help. he quotes an observation by john gray, a contemporary british philosopher if you re merely spending your life doing things other people would have done had you never existed, what s the point he likes projects with high risk but high reward the sort of things politicians are afraid to support, things that fail 80 per cent of the time. if the upside is really great, i m fine with those odds, he says. the way you make progress is by taking calculated risks. not everything sweanor supports has paid off. some initiatives have been a complete and total waste of money, he acknowledges. but there have been others where you re just totally blown away by what they re able to accomplish. community improvement and social change, sweanor believes, often come down to somebody who has a bunch of energy and a really good idea. it really does change the world. "
2015-01-04,Blondin earns a little more respect with a gold at national championships,"ottawa long - track speed skater ivanie blondin had said earlier in the week that winning this year was the only way she had earned the respect of the younger national team members.she apparently has no plans to lose it any time soon.blondin, 24, skated to a gold medal in the 3,000 metres on saturday at the canadian single distance championships in calgary, taking top spot in a time of four minutes 6.89 seconds. kali christ of regina finished second, more than two seconds behind with a time of 4 09.20. i m really happy with the result, blondin said on saturday. i would say i m a lot more tired today than i was after my races at the beginning of the season, when i collected all those medals for my country, but i think today i ve proven that i m the strongest skater in canada in the longest distances. blondin won five medals in the fall world cup season, collecting two gold, a silver and a bronze in mass start, and a bronze in the 5,000.on friday at the nationals, she set a personal - best time in racing to a silver behind christ in the 1,500.the cup season resumes next weekend in hamar, norway, and blondin is eager for the chance to add to her medal count. the next part of the season is coming up pretty fast, she said, and hopefully i ll be able to recreate what i started at the beginning of the season. "
